Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1745299255969862015,Thu Jan 11 04:19:03 +0000 2024,https://twitter.com/andamansacs/status/1745299255969862015,"🩺 Shield Against HIV! 🛡️
National AIDS Control Organisation advises: Use a condom during sex for HIV prevention. 🌍❤️ Let's prioritize protection for a safer, healthier future! 💪🩺 #HIVPrevention #NACO #ANACS #AIDS #HIV🌟 https://t.co/AAi30EjPKF","['HIVPrevention', 'NACO', 'ANACS', 'AIDS', 'HIV']",41,0,0,0,en,['https://pbs.twimg.com/media/GDiMUbQWIAARMsp.jpg'],[],[],1288136942366814208,"A & N AIDS Control Society (ANACS) was registered under the Societies Registration Act 1860 on 30th Oct. 1998 as per the direction of MoHFW, GoI",andamansacs,484
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation,1735660703053484407,Fri Dec 15 13:58:53 +0000 2023,https://twitter.com/mizozeitgeist/status/1735660703053484407,"competed at the Regional Level Quiz Contest which is organised by National AIDS Control Organisation (NACO) under Ministry of Health &amp;FW.
The Champion Mizoram Team received a trophy and a cash reward of ₹50000. The PES duo will represent Mizoram at the National Level Competition https://t.co/VN8es90hX0",[],188,7,1,0,en,"['https://pbs.twimg.com/media/GBZONSzW8AE7ZT4.jpg', 'https://pbs.twimg.com/media/GBZONhMXoAAqLmy.jpg']",[],[],2611417716,"🇾🇪about #Mizo #Mizoram and beyond...🌏
Likes & RTs not an endorsement. 
📧DM for removal of any pic or video if you own.",mizozeitgeist,8197
National AIDS Control Organisation (NACO) Internship Programme,National AIDS Control Organisation (NACO) Internship Programme,1759914357943910795,Tue Feb 20 12:14:15 +0000 2024,https://twitter.com/tnsfrbc/status/1759914357943910795,"Stipend INR.8000 | National AIDS Control Organisation NACO Internship Programme 2024 | 

https://t.co/rMq48zFFz3
#tnsfrbc #naco #internships #undergraduates  #phdscholar #postgraduates #internship2024  #indianscholars #tuitionfees #housing #meals #vidhyadhan #disabledscholarship","['tnsfrbc', 'naco', 'internships', 'undergraduates', 'phdscholar', 'postgraduates', 'internship2024', 'indianscholars', 'tuitionfees', 'housing', 'meals', 'vidhyadhan', 'disabledscholarship']",50,1,1,0,en,[],[],[],1346692616704774146,The Core demand of SFRBC,tnsfrbc,168
Quality Improvement Programme (QIP),Quality Improvement Programme,1782348887652507996,Mon Apr 22 10:01:03 +0000 2024,https://twitter.com/Aqua_NHS/status/1782348887652507996,"Last chance to apply for our Improvement Practitioner programme! 🆕

Refresh your Quality Improvement knowledge and build connections with your peers!

Places are limited so don't miss out 📣

📅 Applications close Friday 26 April

Apply now: https://t.co/IPkqgYGdJp https://t.co/0u533wWCt3",[],83,1,1,0,en,['https://pbs.twimg.com/media/GLws3juWMAAktfE.jpg'],[],[],551889886,"We support our members and customers to improve the quality of health and care across the UK and beyond. 
https://t.co/d9vFrHyXQa",Aqua_NHS,7116
Quality Improvement Programme (QIP),Quality Improvement Programme,1782340754653749511,Mon Apr 22 09:28:44 +0000 2024,https://twitter.com/HINSouthLondon/status/1782340754653749511,"We're pleased to announce that applications for the South London Care Home Pioneer Cohort 6 are now open 

This is a free programme offering care home managers, deputies, and senior nurses the chance to advance their leadership skills and deliver a quality improvement project. https://t.co/axZx9BDy58",[],101,0,0,1,en,[],['https://video.twimg.com/ext_tw_video/1782332632417611776/pu/vid/avc1/320x320/UZ5J_Sw5FrfEwIdx.mp4?tag=12'],[],1886187518,The Health Innovation Network for south London.,HINSouthLondon,13091
Quality Improvement Programme (QIP),Quality Improvement Programme,1781446916703940928,Fri Apr 19 22:16:57 +0000 2024,https://twitter.com/otkenkondo/status/1781446916703940928,"Reading #126
傾向スコアマッチングを使用した研究です。
Effect of a Targeted Ambulance Treatment Quality Improvement Programme on Outcomes from Out-of-Hospital Cardiac Arrest: A Metropolitan Citywide Intervention Study https://t.co/ObHs3Vk8Yz #mdpijcm via @JCM_MDPI",['mdpijcm'],205,0,1,0,ja,[],[],['JCM_MDPI'],1237221752217800704,"作業療法分野の研究を行っています。認定作業療法士、認定AMPS評価者
研究テーマ：半側空間無視/脳卒中上肢機能/多職種連携/がんリハビリテーション/自助具/3Dプリンター/TOEIC L＆R 810点（目標860点）https://t.co/RD2OBcsSO3",otkenkondo,767
Quality Improvement Programme (QIP),Quality Improvement Programme,1781282432081125579,Fri Apr 19 11:23:21 +0000 2024,https://twitter.com/careexperience/status/1781282432081125579,"The findings of the first National End of Life Survey were published earlier this month. They will be used to develop national and local quality improvement plans, end-of-life care policy and will drive improvements in support for dying and bereaved people. https://t.co/bC8AFWgUVh",[],172,3,0,1,en,['https://pbs.twimg.com/media/GLhirdxWMAAisLK.jpg'],[],[],829335814903574528,We ask people about their experiences of care and use their feedback to improve the quality of Ireland’s health and social care services.,careexperience,3372
Quality Improvement Programme (QIP),Quality Improvement Programme,1781249090103226501,Fri Apr 19 09:10:51 +0000 2024,https://twitter.com/SHFT_transforms/status/1781249090103226501,"@hamtun_picu @SHFT_Research ""This project proved that respecting patients, individual risk assessments, and making things easier for staff has great benefits.

Reviewing this process with staff has generated more ideas and shared ownership of the issue.""

Well done Hamtun team! 👏🏼

More below ⬇
#SHFT #QI https://t.co/cdJnQreq0j","['SHFT', 'QI']",63,1,0,0,en,['https://pbs.twimg.com/media/GLhD-IrWsAAD22E.jpg'],[],"['hamtun_picu', 'SHFT_Research']",1017377008785985536,"We are the @Southern_NHSFT Quality Improvement Programme. Working alongside patients, carers, families and staff to improve our services.",SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781247178112967017,Fri Apr 19 09:03:15 +0000 2024,https://twitter.com/SHFT_transforms/status/1781247178112967017,"@hamtun_picu @SHFT_Research Patient feedback:

""I feel like I can show that I can be responsible by having items in my room... I know that through care planning I must look after my risk items... I remain hopeful to have further dialogue with the team. Things are certainly better now""

#patientexperience 🙌🏼",['patientexperience'],86,1,1,1,en,[],[],"['hamtun_picu', 'SHFT_Research']",1017377008785985536,"We are the @Southern_NHSFT Quality Improvement Programme. Working alongside patients, carers, families and staff to improve our services.",SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781246516830589389,Fri Apr 19 09:00:38 +0000 2024,https://twitter.com/SHFT_transforms/status/1781246516830589389,"@hamtun_picu @SHFT_Research 📈Outcome
👉🏼Security handover time reduced by half &amp; less staff needed
👉🏼30 mins reinvested in service users for meaningful activities
👉🏼Better relationships with service users
👉🏼Building trust
👉🏼Fewer incidents - calmer ward environment
👉🏼Staff less stressed on security handover",[],34,0,0,1,en,[],[],"['hamtun_picu', 'SHFT_Research']",1017377008785985536,"We are the @Southern_NHSFT Quality Improvement Programme. Working alongside patients, carers, families and staff to improve our services.",SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781246369161965942,Fri Apr 19 09:00:03 +0000 2024,https://twitter.com/SHFT_transforms/status/1781246369161965942,"✍ @solentacademy are looking for six teams to join the programme starting in June 2024

📧 For expressions of interest or further details, contact quality.improvement@solent.nhs.uk

#QI #QualityImprovement","['QI', 'QualityImprovement']",158,2,1,0,en,[],[],['solentacademy'],1017377008785985536,"We are the @Southern_NHSFT Quality Improvement Programme. Working alongside patients, carers, families and staff to improve our services.",SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781244599933014120,Fri Apr 19 08:53:01 +0000 2024,https://twitter.com/SHFT_transforms/status/1781244599933014120,"@hamtun_picu @SHFT_Research Service users and staff were involved in the process of improvement and able to discuss changes over coffee mornings

Observing the feedback, Amanda used the PDSA cycle to produce a series of viable improvements

QI Tools used:
✅ PDSA cycle
✅ 5S's
✅ Driver diagram

👏👏👏",[],69,1,1,1,en,[],[],"['hamtun_picu', 'SHFT_Research']",1017377008785985536,"We are the @Southern_NHSFT Quality Improvement Programme. Working alongside patients, carers, families and staff to improve our services.",SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1781240151408062902,Fri Apr 19 08:35:20 +0000 2024,https://twitter.com/SHFT_transforms/status/1781240151408062902,"We had four staff members championing their #QI work with fantastic posters and talks...

⌛ Amanda Gotts' project aim for @hamtun_picu was to reduce time spent on security checks, and improve staff-patient relationships when implementing these checks

🧵⬇ https://t.co/d9WOZRa8a1",['QI'],78,1,1,1,en,['https://pbs.twimg.com/media/GLg79e8W0AAM8Y8.jpg'],[],['hamtun_picu'],1017377008785985536,"We are the @Southern_NHSFT Quality Improvement Programme. Working alongside patients, carers, families and staff to improve our services.",SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1780985553284194454,Thu Apr 18 15:43:39 +0000 2024,https://twitter.com/SHFT_transforms/status/1780985553284194454,"⭐ Last week, @Southern_NHSFT staff attended #MHImprove, an event in London specifically designed for those working in mental health care with an interest in QI

 🗣 This interactive event provided a platform for attendees to network, showcase projects and enhance their knowledge https://t.co/kpBLakZJWS",['MHImprove'],414,8,2,1,en,['https://pbs.twimg.com/media/GLdUquvWYAA3Cbx.jpg'],[],['Southern_NHSFT'],1017377008785985536,"We are the @Southern_NHSFT Quality Improvement Programme. Working alongside patients, carers, families and staff to improve our services.",SHFT_transforms,1272
Quality Improvement Programme (QIP),Quality Improvement Programme,1780929953606828123,Thu Apr 18 12:02:43 +0000 2024,https://twitter.com/Aqua_NHS/status/1780929953606828123,"Last chance to apply for our Improvement Practitioner programme!

Refresh your Quality Improvement knowledge and build connections and relationships with your peers! 🆕

Don't miss out 📣

📅 Applications close Friday 26 April

Apply now: https://t.co/IPkqgYGdJp https://t.co/JfyPx0HEU3",[],125,0,0,0,en,['https://pbs.twimg.com/media/GLciWuWWAAAJiaI.jpg'],[],[],551889886,"We support our members and customers to improve the quality of health and care across the UK and beyond. 
https://t.co/d9vFrHyXQa",Aqua_NHS,7116
Quality Improvement Programme (QIP),Quality Improvement Programme,1780887241222508975,Thu Apr 18 09:13:00 +0000 2024,https://twitter.com/SWBHLibrary/status/1780887241222508975,Achieving optimal cord management: a multidisciplinary quality improvement initiative https://t.co/sz92WCnW6Z Latest Quality Improvement Programme from @BMJOpenQuality @SWBHnhs,[],46,0,0,0,en,[],[],"['BMJOpenQuality', 'SWBHnhs']",3367788730,"Library Services for all staff & students at Sandwell and West Birmingham NHS Trust
Staffed hours are 8.30-4.30 Mon-Fri (Sandwell) & 8.30-4.30 Mon-Thurs (City)",SWBHLibrary,715
Quality Improvement Programme (QIP),Quality Improvement Programme,1780724694506782793,Wed Apr 17 22:27:06 +0000 2024,https://twitter.com/elainemcfOT/status/1780724694506782793,12 month preceptorship programme completed and a quality improvement project to understand the benefits of a band 5 OT in itu completed ! Thanks you @UHBPreceptee for the support in my first year 💚👩🏽‍⚕️,[],430,6,0,0,en,[],[],['UHBPreceptee'],1395138302819307525,B5 Rotational Occupational Therapist 💚👩‍🎓📚 Interested in early rehab and delirium prevention 🧠  Baker 🧁 Do what makes you happy.,elainemcfOT,27
Quality Improvement Programme (QIP),Quality Improvement Programme,1780547778336235863,Wed Apr 17 10:44:05 +0000 2024,https://twitter.com/HSE_CDI/status/1780547778336235863,"Acute stroke units reduce mortality and dependence. HSCPs are core team members, providing expert knowledge &amp; skills. The National Clinical Programme for Stroke are leading on a national quality improvement project to improve swallowing screening rates #HSCPDay2024 #HSCPDeliver https://t.co/O5YT87MVZa","['HSCPDay2024', 'HSCPDeliver']",1588,32,8,1,en,['https://pbs.twimg.com/media/GLXFvBUXQAAoHb2.png'],[],[],4405627115,"HSE Clinical Design and Innovation, working towards patient-centred coordinated care.",HSE_CDI,6993
Quality Improvement Programme (QIP),Quality Improvement Programme,1780280693248983292,Tue Apr 16 17:02:47 +0000 2024,https://twitter.com/Aqua_NHS/status/1780280693248983292,"Last chance to apply for our Improvement Practitioner programme!

Refresh your Quality Improvement knowledge and earn 8 CPD points! 🆕

Don't miss out 📣

📅 Applications close Friday 26 April

Apply now: https://t.co/IPkqgYGdJp https://t.co/H22yhR115y",[],234,1,1,0,en,[],['https://video.twimg.com/ext_tw_video/1780279089057746944/pu/vid/avc1/480x270/x67X1N6aZYRzFCeS.mp4?tag=12'],[],551889886,"We support our members and customers to improve the quality of health and care across the UK and beyond. 
https://t.co/d9vFrHyXQa",Aqua_NHS,7116
Quality Improvement Programme (QIP),Quality Improvement Programme,1780144321892692250,Tue Apr 16 08:00:54 +0000 2024,https://twitter.com/ClaireMartinots/status/1780144321892692250,Looking forward to Quality Improvement Programme and getting started on our project https://t.co/qMMcDpZgBP,[],133,5,0,0,en,['https://pbs.twimg.com/media/GLRX0V4WIAAkW46.jpg'],[],[],885599177899745280,Team Lead  for Mental Health Allied Health Professionals. Registered occupational therapist in mental health. Retweets do not signify endorsement.,ClaireMartinots,372
