Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Name,User Followers Count
Scheme of Fund for Regeneration of Traditional Industries,Scheme of Fund for Regeneration of,1737012416263934082,Tue Dec 19 07:30:06 +0000 2023,https://twitter.com/nanglucky/status/1737012416263934082,"আজি কামৰূপ জিলাৰ আঠিয়াবৈৰ মহিলা প্ৰতিনিধি সকলৰ মাজত #FPC, #CFC আদিৰ গঠনৰ কথা পতিলোঁ।  লগতে #SFRUTI (Scheme of Fund for Regeneration of Traditional Industries)ৰ বিষয়েও বুজাই কলোঁ।

#WomenEmpowerment #WomenLedDevelopment https://t.co/RtSDpdNpUH","['FPC', 'CFC', 'SFRUTI', 'WomenEmpowerment', 'WomenLedDevelopment']",174,17,0,0,bn,"['https://pbs.twimg.com/media/GBsbfgGbgAA7rkH.jpg', 'https://pbs.twimg.com/media/GBsbgNGbYAEdJrr.jpg']","['https://video.twimg.com/ext_tw_video/1737012337184509952/pu/vid/avc1/572x270/6NbSz9bi-kb23QpL.mp4?tag=12', 'https://video.twimg.com/ext_tw_video/1737012376267051008/pu/vid/avc1/572x270/AJShz9PuCJ1CTMLO.mp4?tag=12']",[],467947246,nanglucky,9095
Scheme of Fund for Regeneration of Traditional Industries,Scheme of Fund for Regeneration of,1732826373410959418,Thu Dec 07 18:16:16 +0000 2023,https://twitter.com/BizEastlothian/status/1732826373410959418,Dunbar Conservation Area Regeneration Scheme has launched its Traditional Skills Training Fund. Grants of up to £50k per year for organisations to deliver traditional skills training in Dunbar. Email regeneration@eastlothian.gov.uk for more info https://t.co/iEa39ZfNeU,[],537,1,1,0,en,['https://pbs.twimg.com/media/GAw8Z3jW8AA9SRv.jpg'],[],[],1544306020557770753,BizEastlothian,85
Scheme of Fund for Regeneration of Traditional Industries,Scheme of Fund for Regeneration of,1729818238442221835,Wed Nov 29 11:03:01 +0000 2023,https://twitter.com/FrontierDevelop/status/1729818238442221835,"The WMCA Residential Investment Fund (RIF) is available to residential developers seeking capital of up to £20m for eligible developments and regeneration schemes to help breathe new life into vacant brownfield land.

Find out more - https://t.co/r7bI4HUiDj https://t.co/KLT1GmBUQk",[],19,0,0,0,en,['https://pbs.twimg.com/media/GAGMhVhXoAAMv1S.jpg'],[],[],4783862775,FrontierDevelop,180
Scheme of Fund for Regeneration of Traditional Industries,Scheme of Fund for Regeneration of,1717121074410721335,Wed Oct 25 10:09:01 +0000 2023,https://twitter.com/FrontierDevelop/status/1717121074410721335,"The WMCA Residential Investment Fund (RIF) is available to residential developers seeking capital of up to £20m for eligible developments and regeneration schemes to help breathe new life into vacant brownfield land.

Find out more - https://t.co/fLVLkFUiwr https://t.co/o0Q53URvaW",[],14,0,0,0,en,['https://pbs.twimg.com/media/F9RwhJNWwAAYQUx.jpg'],[],[],4783862775,FrontierDevelop,180
Scheme of Fund for Regeneration of Traditional Industries,Scheme of Fund for Regeneration of Traditional Industries,1688832927562657793,Tue Aug 08 08:42:01 +0000 2023,https://twitter.com/factsforupsc/status/1688832927562657793,"S- SFURTI Scheme of Fund for Regeneration of Traditional Industries – With the help of the latest modern technology, regenerates the traditional industry in a systematic way to make them competitive by enhancing their productivity and product quality.",[],220,1,0,1,en,[],[],[],1591469228187881472,factsforupsc,24767
Scheme of Fund for Regeneration of Traditional Industries,Scheme of Fund for Regeneration of Traditional Industries,1686000922852507648,Mon Jul 31 13:08:39 +0000 2023,https://twitter.com/ISEPC1/status/1686000922852507648,"Scheme of Fund for Regeneration of Traditional Industries (SFURTI) #MSMEs #MSME #AmritMahotsav #NSIC #SCSTHUB @bpsvermabjp @MeNarayanRane @PIB_India @scsthub @IndianCoir @minmsme  @NSICLTD @PMOIndia
https://t.co/XAi2Hmrzr3","['MSMEs', 'MSME', 'AmritMahotsav', 'NSIC', 'SCSTHUB']",30,1,1,0,en,[],[],"['bpsvermabjp', 'MeNarayanRane', 'PIB_India', 'scsthub', 'IndianCoir', 'minmsme', 'NSICLTD', 'PMOIndia']",1290301285728567302,ISEPC1,481
Scheme of Fund for Regeneration of Traditional Industries,Scheme of Fund for Regeneration of Traditional Industries,1671748941623492608,Thu Jun 22 05:16:21 +0000 2023,https://twitter.com/dip_goa/status/1671748941623492608,Scheme of Fund for Regeneration of Traditional Industries (SFURTI) is an initiative of Ministry of MSME to promote traditional industries. #MSME #MSMEs #AmritMahotsav #KVIC #SCSTHUB https://t.co/MW38xV77kc,"['MSME', 'MSMEs', 'AmritMahotsav', 'KVIC', 'SCSTHUB']",136,2,0,0,en,"['https://pbs.twimg.com/media/FzM-qQraIAA43Me.jpg', 'https://pbs.twimg.com/media/FzM-rRGaMAAMPTH.jpg', 'https://pbs.twimg.com/media/FzM-sV1agAAs0vp.jpg', 'https://pbs.twimg.com/media/FzM-tMyaQAA4iCH.jpg']",[],[],735363437358940160,dip_goa,6602
Scheme of Fund for Regeneration of Traditional Industries,Scheme of Fund for Regeneration of Traditional Industries,1658093829143113730,Mon May 15 12:55:49 +0000 2023,https://twitter.com/fametamilnadu/status/1658093829143113730,"4. 5% subsidy for SFURTI* or MSE-CDP MSMEs#.
*Scheme of Fund for Regeneration of Traditional Industries (SFURTI)
#Micro and Small Enterprises - Cluster Development Programme (MSE-CDP).",['Micro'],85,0,0,1,en,[],[],[],1324534769661607936,fametamilnadu,4707
SERB - POWER Fellowship,SERB - POWER Fellowship,1755123201087054077,Wed Feb 07 06:55:54 +0000 2024,https://twitter.com/CSIR_CDRI/status/1755123201087054077,"#Congratulations #DrNamrataRastogi @namrataiit for being selected for #SERB_POWER #Fellowship

@CSIR_Ind @IndiaDST @serbonline @PIB_India @DDNewslive @VigyanPrasar @4womeninscience @CSTUP1975 @mygovindia @UPGovt @TOIIndiaNews https://t.co/wFV5XSPDYK","['Congratulations', 'DrNamrataRastogi', 'SERB_POWER', 'Fellowship']",15654,85,5,7,en,['https://pbs.twimg.com/media/GFtzAxgWUAEUhYL.jpg'],[],"['namrataiit', 'CSIR_IND', 'IndiaDST', 'serbonline', 'PIB_India', 'DDNewslive', 'VigyanPrasar', '4womeninscience', 'CSTUP1975', 'mygovindia', 'UPGovt', 'TOIIndiaNews']",3254658662,CSIR_CDRI,17672
SERB - POWER Fellowship,SERB - POWER Fellowship,1755105207480901786,Wed Feb 07 05:44:24 +0000 2024,https://twitter.com/batysan/status/1755105207480901786,Congratulations to Namrata for securing the SERB-POWER fellowship 2024. A matter of pride for the MPC Division👏👏 @namrataiit @CSIR_CDRI @DrNKalaiselvi,[],245,4,0,2,en,[],[],"['namrataiit', 'CSIR_CDRI', 'DrNKalaiselvi']",150141517,batysan,251
SERB - POWER Fellowship,SERB - POWER Fellowship,1753393054583763271,Fri Feb 02 12:20:55 +0000 2024,https://twitter.com/tnsfrbc/status/1753393054583763271,"Upto INR 1,00,000 | SERB  POWER Fellowship | #research | Science and Engineering scholars 

https://t.co/TEnS0qWyvM

#internship2024  #fellowship #engineering #science #undergraduatecourses #postgraduates #fellowship #tamilnadu #india #latestjobs2024 #viralreels #viralvideo","['research', 'internship2024', 'fellowship', 'engineering', 'science', 'undergraduatecourses', 'postgraduates', 'fellowship', 'tamilnadu', 'india', 'latestjobs2024', 'viralreels', 'viralvideo']",34,1,1,0,en,[],[],[],1346692616704774146,tnsfrbc,168
SERB - POWER Fellowship,SERB - POWER Fellowship,1752345600060952887,Tue Jan 30 14:58:42 +0000 2024,https://twitter.com/GandhiSonu2/status/1752345600060952887,"@guptaakhilesh63 @serbonline @DrJitendraSingh @karandi65 @IndiaDST Sir, can you please write if the last date extended also for SERB Power Fellowship? As this says only for SERB Power Grant. Thank you",[],531,1,0,0,en,[],[],"['guptaakhilesh63', 'serbonline', 'DrJitendraSingh', 'karandi65', 'IndiaDST']",1250078538843095040,GandhiSonu2,106
SERB - POWER Fellowship,SERB - POWER Fellowship,1695040876962025542,Fri Aug 25 11:50:12 +0000 2023,https://twitter.com/Research_brains/status/1695040876962025542,"📕Science and Engineering Research Board (SERB)📕

1. Mission (Skill Development) - ABHYAAS
2. International Travel Support (ITS) Scheme
3. SERB – POWER

For more, https://t.co/5CP0cavMsS

#Serb #India #Funding #PhD #researchers #Science #Engineering #fellowship #Scholarships https://t.co/AYs6gEFgI0","['Serb', 'India', 'Funding', 'PhD', 'researchers', 'Science', 'Engineering', 'fellowship', 'Scholarships']",78,0,0,0,en,['https://pbs.twimg.com/media/F4X98_KXIAAx354.png'],[],[],1547819778886103041,Research_brains,41
SERB - POWER Fellowship,SERB -,1783582110533439711,Thu Apr 25 19:41:27 +0000 2024,https://twitter.com/JohnMcClaneSerb/status/1783582110533439711,Bukvalno nikad i niko u Bgd ovo nije radio do prelaska komunista u pravoslavlje 1990,[],12,0,0,0,und,[],[],[],776848223340298242,JohnMcClaneSerb,4980
SERB - POWER Fellowship,SERB -,1783581825895469095,Thu Apr 25 19:40:19 +0000 2024,https://twitter.com/jona_jc5/status/1783581825895469095,"@amit8000000 @vadipare @lilaramonda Croats and Bosnian Muslims created a mass grave of Serb children in Sijekovac northern Bosnia, even before the Bosnian war official started. What German children did the Jews murder before WWII?",[],1,0,0,0,en,[],[],"['amit8000000', 'vadipare', 'lilaramonda']",1559011767644299265,jona_jc5,67
SERB - POWER Fellowship,SERB -,1783581751274574166,Thu Apr 25 19:40:01 +0000 2024,https://twitter.com/selim_serb3838/status/1783581751274574166,@prusyas_plus Biz köyde hayvanlarımızı bu şekilde önlerine kovayla dökerek yemliyorduk.. Ve bu yöntem hâlâ kullanılıyor..,[],1,0,0,0,tr,[],[],['prusyas_plus'],1734558890031828993,selim_serb3838,34
SERB - POWER Fellowship,SERB -,1783581658924413035,Thu Apr 25 19:39:39 +0000 2024,https://twitter.com/xOberstgruppen1/status/1783581658924413035,"@IronicallyinEur Instead of focusing on Ian Miles Cheong, why don’t you pick up a course in LooksMaxxing, with your low T serb and Magy*r features, you definitely need it.",[],3,0,0,0,en,[],[],['IronicallyinEur'],1260670191631044614,xOberstgruppen1,7
SERB - POWER Fellowship,SERB -,1783580676693872811,Thu Apr 25 19:35:45 +0000 2024,https://twitter.com/selim_serb3838/status/1783580676693872811,Uyanış çağı..https://t.co/asOLU5guvo,[],2,0,0,0,tr,[],[],[],1734558890031828993,selim_serb3838,34
SERB - POWER Fellowship,SERB - POWER,1783547307616534530,Thu Apr 25 17:23:09 +0000 2024,https://twitter.com/KosovoOnline/status/1783547307616534530,"Serb List: Since Kurti came to power, there hasn't been a day without ethnically motivated attacks on Serbs  https://t.co/ZS6jWwGW0d",[],57,0,0,0,en,[],[],[],1140532799398666240,KosovoOnline,2155
SERB - POWER Fellowship,SERB - POWER,1783490990545785068,Thu Apr 25 13:39:22 +0000 2024,https://twitter.com/dardangenti4441/status/1783490990545785068,"@Veca06579652 @Dardanian_Power @ViolavonCramon There are no Albanians in North Mitrovica. Therefore, the news you shared is either forged or...most likely...FORGED ! 🤡

Besides, even if it was 'true', which is impossible, I wouldn't consider any actions held against the serbs as an attack, because you deserve it. 😘",[],13,2,0,0,en,[],[],"['Veca06579652', 'Dardanian_Power', 'ViolavonCramon']",1421538266013122561,dardangenti4441,320
SERB - POWER Fellowship,SERB - POWER,1783377430335643856,Thu Apr 25 06:08:07 +0000 2024,https://twitter.com/baibar89/status/1783377430335643856,"@Dardanian_Power @ViolavonCramon There was actually a time there were more Armenians (and Jews, and Roma) than Serbs in... Belgrade.",[],57,1,0,0,en,[],[],"['Dardanian_Power', 'ViolavonCramon']",1519929307803492353,baibar89,31
SERB - POWER Fellowship,SERB - POWER,1783313763363430724,Thu Apr 25 01:55:08 +0000 2024,https://twitter.com/Flying_Eagle07/status/1783313763363430724,"@Dardanian_Power @ViolavonCramon What about the genocides of Serbs and Greeks against the Albanians in 1830-1878, 1912-1914, 1944-1945 and 1998-1999?! https://t.co/y0xs5Gc298",[],75,1,0,0,en,['https://pbs.twimg.com/media/GL-aZ8qXsAAMI3K.jpg'],[],"['Dardanian_Power', 'ViolavonCramon']",1692971949822021634,Flying_Eagle07,49
SERB - POWER Fellowship,SERB - POWER,1783309276577943740,Thu Apr 25 01:37:18 +0000 2024,https://twitter.com/markocantdunk/status/1783309276577943740,@mankattan The Knicks could exorcize the Miami demon via the power of friendship,[],99,1,0,0,en,[],[],['mankattan'],1009973980474892288,markocantdunk,1245
Assistance to Training Institutions Scheme,Assistance to Training,1783555088100852149,Thu Apr 25 17:54:04 +0000 2024,https://twitter.com/CityOfLincoln/status/1783555088100852149,"Redirected funds will support the American Job Center's commercial driver’s license program with an additional $250,000 going to provide financial assistance for training and facilitating job placements.",[],24,0,0,1,en,[],[],[],116888471,CityOfLincoln,24766
Assistance to Training Institutions Scheme,Assistance to Training,1783536079796085101,Thu Apr 25 16:38:32 +0000 2024,https://twitter.com/CostsOfWar/status/1783536079796085101,"United States “security assistance” exports a militarized counterterrorism model to dozens of countries through money, training, and weapons. This model comes with dangerous costs. Read our research:  https://t.co/Vzw2ifYb1s https://t.co/T7yJBV7TBB",[],262,4,1,0,en,['https://pbs.twimg.com/media/GMBkb4daUAA4Elh.jpg'],[],[],318055047,CostsOfWar,17792
Assistance to Training Institutions Scheme,Assistance to Training,1783529193466155306,Thu Apr 25 16:11:10 +0000 2024,https://twitter.com/atsinspections/status/1783529193466155306,"ATS offers NDI services for the Construction, Fabrication, and Manufacturing industries. We provide staff augmentation, training, and on-site assistance for extended projects. Contact us to learn more: https://t.co/DcthppXAHG

#ATS #NDI #Construction #Fabrication #Manufacturing https://t.co/pDVO3LwoJP","['ATS', 'NDI', 'Construction', 'Fabrication', 'Manufacturing']",14,0,0,0,en,[],['https://video.twimg.com/ext_tw_video/1783529172368789504/pu/vid/avc1/320x320/ItMUOiatJ4BErxj8.mp4?tag=12'],[],4784707641,atsinspections,99
Assistance to Training Institutions Scheme,Assistance to Training,1783529045717590269,Thu Apr 25 16:10:35 +0000 2024,https://twitter.com/SBAgov/status/1783529045717590269,"Understanding your finances 💵 is key 🔑 to running a successful business!

SBA resource partners provide mentoring, counseling, and training to help you master the financial aspects of your business.

🔎 Find local assistance: https://t.co/oG9al18RwZ

#FinancialLiteracyMonth https://t.co/WndwXewqYQ",['FinancialLiteracyMonth'],1037,2,0,0,en,[],['https://video.twimg.com/amplify_video/1783528980215136256/vid/avc1/540x270/YY16KrgzidGkxkAN.mp4?tag=16'],[],153149305,SBAgov,561827
Assistance to Training Institutions Scheme,Assistance to Training,1783521076783325324,Thu Apr 25 15:38:55 +0000 2024,https://twitter.com/YearRooster/status/1783521076783325324,"@TmthyPatrick @mehdirhasan Holder? “[SCOTUS] concluded…Congress had intended to prevent aid…because that assistance fit the law's definition of material aid as ""training,"" ""expert advice or assistance,"" ""service,"" and ""personnel”….any assistance could help to ""legitimate"" the terrorist organization…”",[],24,0,0,1,en,[],[],"['TmthyPatrick', 'mehdirhasan']",1283562156009684995,YearRooster,2313
